	CNAC: BLCA	CNAC: BRCA	CNAC: CESC	CNAC: COAD	CNAC: ESCA	CNAC: HNSC	CNAC: KIRC	CNAC: KIRP	CNAC: LIHC	CNAC: LUAD	CNAC: LUSC	CNAC: PRAD	CNAC: READ	CNAC: STAD	CNAC: THCA	CNAC: UCEC	CNAS: BLCA	CNAS: BRCA	CNAS: CESC	CNAS: COAD	CNAS: ESCA	CNAS: HNSC	CNAS: KIRC	CNAS: KIRP	CNAS: LIHC	CNAS: LUAD	CNAS: LUSC	CNAS: PRAD	CNAS: READ	CNAS: STAD	CNAS: THCA	CNAS: UCEC
DOK2	255.0	0.0	0.0	0.0	0.0	0.0	126.0	0.0	0.0	283.0	0.0	314.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	126.0	0.0	0.0	283.0	0.0	314.0	0.0	0.0	5.0	0.0
DPY19L4	255.0	0.0	0.0	0.0	0.0	0.0	64.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	64.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
DPYS	255.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
DPYSL2	255.0	0.0	0.0	0.0	74.0	0.0	126.0	0.0	0.0	283.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	74.0	0.0	126.0	0.0	0.0	283.0	0.0	0.0	0.0	0.0	5.0	0.0
DSCC1	255.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
DUSP26	255.0	0.0	0.0	156.0	74.0	0.0	126.0	0.0	0.0	283.0	0.0	0.0	0.0	0.0	5.0	72.0	255.0	0.0	0.0	156.0	74.0	0.0	126.0	0.0	0.0	283.0	0.0	0.0	0.0	0.0	5.0	72.0
DUSP4	255.0	0.0	0.0	0.0	74.0	0.0	126.0	0.0	0.0	283.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	74.0	0.0	126.0	0.0	0.0	283.0	0.0	0.0	0.0	0.0	5.0	0.0
E2F5	255.0	0.0	0.0	0.0	0.0	0.0	64.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	64.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
EBAG9	255.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
EBF2	255.0	0.0	0.0	0.0	74.0	0.0	126.0	0.0	0.0	283.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	74.0	0.0	126.0	0.0	0.0	283.0	0.0	0.0	0.0	0.0	5.0	0.0
EEF1D	255.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
EFCAB1	255.0	0.0	0.0	0.0	0.0	316.0	126.0	0.0	152.0	0.0	0.0	0.0	26.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	316.0	126.0	0.0	152.0	0.0	0.0	0.0	26.0	0.0	5.0	0.0
EFR3A	255.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
EGR3	255.0	0.0	0.0	0.0	0.0	0.0	126.0	0.0	0.0	283.0	0.0	314.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	126.0	0.0	0.0	283.0	0.0	314.0	0.0	0.0	5.0	0.0
EIF3E	255.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
EIF3H	255.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
EIF4EBP1	255.0	0.0	0.0	156.0	74.0	0.0	126.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	5.0	72.0	255.0	0.0	0.0	156.0	74.0	0.0	126.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	5.0	72.0
ELP3	255.0	0.0	0.0	0.0	74.0	0.0	126.0	0.0	0.0	283.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	74.0	0.0	126.0	0.0	0.0	283.0	0.0	0.0	0.0	0.0	5.0	0.0
EMC2	255.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
ENPP2	255.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
ENTPD4	255.0	0.0	0.0	0.0	0.0	0.0	126.0	0.0	0.0	283.0	0.0	314.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	126.0	0.0	0.0	283.0	0.0	314.0	0.0	0.0	5.0	0.0
ENY2	255.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
EPHX2	255.0	0.0	0.0	0.0	74.0	0.0	126.0	0.0	0.0	283.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	74.0	0.0	126.0	0.0	0.0	283.0	0.0	0.0	0.0	0.0	5.0	0.0
EPPK1	255.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
ERICH5	255.0	0.0	0.0	0.0	0.0	0.0	64.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	64.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
ESCO2	255.0	0.0	0.0	0.0	74.0	0.0	126.0	0.0	0.0	283.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	74.0	0.0	126.0	0.0	0.0	283.0	0.0	0.0	0.0	0.0	5.0	0.0
ESRP1	255.0	0.0	0.0	0.0	0.0	0.0	64.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	64.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
EXOSC4	255.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
EXT1	255.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
EXTL3	255.0	0.0	0.0	0.0	74.0	0.0	126.0	0.0	0.0	283.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	74.0	0.0	126.0	0.0	0.0	283.0	0.0	0.0	0.0	0.0	5.0	0.0
EXTL3-AS1	255.0	0.0	0.0	0.0	74.0	0.0	126.0	0.0	0.0	283.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	74.0	0.0	126.0	0.0	0.0	283.0	0.0	0.0	0.0	0.0	5.0	0.0
EYA1	255.0	0.0	0.0	0.0	0.0	0.0	64.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	64.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
FABP12	255.0	0.0	0.0	0.0	0.0	0.0	64.0	0.0	0.0	290.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	64.0	0.0	0.0	290.0	0.0	0.0	0.0	0.0	5.0	0.0
FABP4	255.0	0.0	0.0	0.0	0.0	0.0	64.0	0.0	0.0	290.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	64.0	0.0	0.0	290.0	0.0	0.0	0.0	0.0	5.0	0.0
FABP5	255.0	0.0	0.0	0.0	0.0	0.0	64.0	0.0	0.0	290.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	64.0	0.0	0.0	290.0	0.0	0.0	0.0	0.0	5.0	0.0
FABP9	255.0	0.0	0.0	0.0	0.0	0.0	64.0	0.0	0.0	290.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	64.0	0.0	0.0	290.0	0.0	0.0	0.0	0.0	5.0	0.0
FAM110B	255.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
FAM135B	255.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
FAM150A	255.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
FAM160B2	255.0	0.0	0.0	0.0	0.0	0.0	126.0	0.0	0.0	283.0	0.0	314.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	126.0	0.0	0.0	283.0	0.0	314.0	0.0	0.0	5.0	0.0
FAM167A	255.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	263.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	263.0	0.0	0.0	0.0	0.0	5.0	0.0
FAM167A-AS1	255.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	263.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	263.0	0.0	0.0	0.0	0.0	5.0	0.0
FAM183CP	255.0	0.0	0.0	0.0	74.0	0.0	126.0	0.0	0.0	283.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	74.0	0.0	126.0	0.0	0.0	283.0	0.0	0.0	0.0	0.0	5.0	0.0
FAM49B	255.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
FAM66A	255.0	0.0	0.0	0.0	50.0	0.0	0.0	0.0	0.0	263.0	0.0	0.0	0.0	177.0	5.0	0.0	255.0	0.0	0.0	0.0	50.0	0.0	0.0	0.0	0.0	263.0	0.0	0.0	0.0	177.0	5.0	0.0
FAM66D	255.0	0.0	0.0	0.0	50.0	0.0	0.0	0.0	0.0	263.0	0.0	0.0	0.0	177.0	5.0	0.0	255.0	0.0	0.0	0.0	50.0	0.0	0.0	0.0	0.0	263.0	0.0	0.0	0.0	177.0	5.0	0.0
FAM83A	255.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	234.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	234.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
FAM83A-AS1	255.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	234.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	234.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
FAM83H	255.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
FAM83H-AS1	255.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
FAM84B	255.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	234.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	234.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
FAM86B1	255.0	0.0	0.0	0.0	50.0	0.0	0.0	0.0	0.0	263.0	0.0	0.0	0.0	177.0	5.0	0.0	255.0	0.0	0.0	0.0	50.0	0.0	0.0	0.0	0.0	263.0	0.0	0.0	0.0	177.0	5.0	0.0
FAM86B2	255.0	0.0	0.0	0.0	50.0	0.0	0.0	0.0	0.0	263.0	0.0	0.0	0.0	177.0	5.0	0.0	255.0	0.0	0.0	0.0	50.0	0.0	0.0	0.0	0.0	263.0	0.0	0.0	0.0	177.0	5.0	0.0
FAM90A25P	255.0	0.0	0.0	0.0	50.0	0.0	0.0	0.0	0.0	263.0	0.0	0.0	0.0	177.0	5.0	0.0	255.0	0.0	0.0	0.0	50.0	0.0	0.0	0.0	0.0	263.0	0.0	0.0	0.0	177.0	5.0	0.0
FAM90A2P	255.0	0.0	0.0	0.0	50.0	0.0	0.0	0.0	0.0	263.0	0.0	0.0	0.0	177.0	5.0	0.0	255.0	0.0	0.0	0.0	50.0	0.0	0.0	0.0	0.0	263.0	0.0	0.0	0.0	177.0	5.0	0.0
FAM91A1	255.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	234.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	234.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
FAM92A1	255.0	0.0	0.0	0.0	0.0	0.0	64.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	64.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
FBXL6	255.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
FBXO16	255.0	0.0	0.0	0.0	74.0	0.0	126.0	0.0	0.0	283.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	74.0	0.0	126.0	0.0	0.0	283.0	0.0	0.0	0.0	0.0	5.0	0.0
FBXO32	255.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	234.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	234.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
FBXO43	255.0	0.0	0.0	0.0	0.0	0.0	64.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	64.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
FDFT1	255.0	0.0	0.0	0.0	50.0	0.0	0.0	0.0	0.0	263.0	0.0	0.0	0.0	177.0	5.0	0.0	255.0	0.0	0.0	0.0	50.0	0.0	0.0	0.0	0.0	263.0	0.0	0.0	0.0	177.0	5.0	0.0
FER1L6	255.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	234.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	234.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
FER1L6-AS1	255.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	234.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	234.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
FER1L6-AS2	255.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	234.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	234.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
FGF17	255.0	0.0	0.0	0.0	0.0	0.0	126.0	0.0	0.0	283.0	0.0	314.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	126.0	0.0	0.0	283.0	0.0	314.0	0.0	0.0	5.0	0.0
FGF20	255.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
FGFR1	255.0	0.0	0.0	156.0	74.0	153.0	126.0	0.0	0.0	0.0	0.0	0.0	78.0	0.0	5.0	195.0	255.0	0.0	0.0	156.0	74.0	153.0	126.0	0.0	0.0	0.0	0.0	0.0	75.0	0.0	5.0	195.0
FGL1	255.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
FLJ46284	255.0	0.0	0.0	0.0	0.0	0.0	64.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	64.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
FOXH1	255.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
FSBP	255.0	0.0	0.0	0.0	0.0	0.0	64.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	64.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
FUT10	255.0	0.0	0.0	156.0	74.0	0.0	126.0	0.0	0.0	283.0	0.0	0.0	0.0	0.0	5.0	72.0	255.0	0.0	0.0	156.0	74.0	0.0	126.0	0.0	0.0	283.0	0.0	0.0	0.0	0.0	5.0	72.0
FZD3	255.0	0.0	0.0	0.0	74.0	0.0	126.0	0.0	0.0	283.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	74.0	0.0	126.0	0.0	0.0	283.0	0.0	0.0	0.0	0.0	5.0	0.0
FZD6	255.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
GATA4	255.0	0.0	0.0	0.0	50.0	0.0	0.0	0.0	0.0	263.0	0.0	0.0	0.0	177.0	5.0	0.0	255.0	0.0	0.0	0.0	50.0	0.0	0.0	0.0	0.0	263.0	0.0	0.0	0.0	177.0	5.0	0.0
GDAP1	255.0	0.0	0.0	0.0	0.0	0.0	64.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	64.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
GDF6	255.0	0.0	0.0	0.0	0.0	0.0	64.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	64.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
GEM	255.0	0.0	0.0	0.0	0.0	0.0	64.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	64.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
GFRA2	255.0	0.0	0.0	0.0	0.0	0.0	126.0	0.0	0.0	0.0	0.0	314.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	126.0	0.0	0.0	0.0	0.0	314.0	0.0	0.0	5.0	0.0
GGH	255.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
GINS4	255.0	0.0	64.0	0.0	74.0	0.0	126.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	5.0	0.0	255.0	0.0	64.0	0.0	74.0	0.0	126.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	5.0	0.0
GLI4	255.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
GML	255.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
GNRH1	255.0	0.0	0.0	0.0	0.0	0.0	126.0	0.0	0.0	283.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	126.0	0.0	0.0	283.0	0.0	0.0	0.0	0.0	5.0	0.0
GOLGA7	255.0	0.0	64.0	0.0	74.0	0.0	126.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	5.0	0.0	255.0	0.0	64.0	0.0	74.0	0.0	126.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	5.0	0.0
GOT1L1	255.0	0.0	0.0	156.0	74.0	0.0	126.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	5.0	72.0	255.0	0.0	0.0	156.0	74.0	0.0	126.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	5.0	72.0
GPAA1	255.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
GPAT4	255.0	0.0	64.0	0.0	74.0	0.0	126.0	0.0	0.0	0.0	0.0	0.0	96.0	0.0	5.0	0.0	255.0	0.0	64.0	0.0	74.0	0.0	126.0	0.0	0.0	0.0	0.0	0.0	92.0	0.0	5.0	0.0
GPIHBP1	255.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
GPR20	255.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
GPT	255.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
GRINA	255.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
GSDMC	255.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
GSDMD	255.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
GSR	255.0	0.0	0.0	156.0	74.0	0.0	126.0	0.0	0.0	283.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	156.0	74.0	0.0	126.0	0.0	0.0	283.0	0.0	0.0	0.0	0.0	5.0	0.0
GTF2E2	255.0	0.0	0.0	156.0	74.0	0.0	126.0	0.0	0.0	283.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	156.0	74.0	0.0	126.0	0.0	0.0	283.0	0.0	0.0	0.0	0.0	5.0	0.0
HAS2	255.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
HAS2-AS1	255.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
HEY1	255.0	0.0	0.0	0.0	0.0	0.0	64.0	0.0	0.0	290.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	64.0	0.0	0.0	290.0	0.0	0.0	0.0	0.0	5.0	0.0
HGH1	255.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
HHLA1	255.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
